"date","study_id","topic","consensus","n_attempts","n_parsed","n_agreeing","had_supplement"
"slankamenac2023","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"chung2023","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"calvani2023","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"farahani2023","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"xie2023","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"carrasco-querol2024","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"gracia2024","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"cunha2024","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"kakuda2016","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"zifko2022","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"luo2024","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"costantino2024","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"spiesshoefer2024","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"haag2024","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"carrasco-querol2024","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"20534","wei2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","wilson2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","fricke-comellas2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","cossu2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","ribeiro2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","seo2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","oka2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","goretzki2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","sasso2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","kolala2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","rauwerda2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","rohner2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","du2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","gouraud2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","vernon2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","leavesley2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","oka2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","sanal-hayes2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","broadbent2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","kontou2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","tomaskovic2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","cabello2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","cramer2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","koller2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","lee2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","luker2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","liao2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","weix2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","gaunt2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","abramoff2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","lee2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","barz2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","rybkina2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","rimmer2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","maya2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","humer2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","gao2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","wang2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","lee2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","huang2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","dinse2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","seo2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","ingman2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","hayes2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","knowles2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","wedekind2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","knopman2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","green2022","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","keicher2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","meach2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","harris2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","carpallo-porcar2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","li2023","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","serrat2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","miana2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","rimmer2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","macej2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","vandenbogaart2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","li2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","kuut2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","ramachandran2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","hughes2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","wu2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","hersche2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","morera2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","kamdem2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","clery2021","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","kupferschmitt2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","bonilla2023","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","gao2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","godfrey2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","guo2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","beyer2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","wormgoor2023","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","wu2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","wiertz2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","carpallo-porcar2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","glover2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","kuut2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","seo2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","godino2023","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","jornada2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","wei2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","ghali2023","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","al-jabr2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","keurulainen2023","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","busse2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","nerli2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","maher2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","song2026","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","serrat2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","buettikofer2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","carpallo-porcar2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","liu2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","selinheimo2022","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","wei2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","han2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","kim2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","wu2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","lee2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","aminoff2025","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
"20534","armstrong2024","treatment_cbt_psych","FALSE",3,0,"0","TRUE"
